product_url,item_id,name,brand,product_type,volume,shade_name,shade_value,price_actual,price_regular,currency,in_stock
https://goldapple.ru/14091300008-the-etherealist-skin-illuminating-foundation,14091300008_11,The etherealist skin illuminating foundation,Kevyn Aucoin,Тональная основа для лица,28 мл,Оттенок,12 Deep,5990,5990,RUB,False
https://goldapple.ru/14091300008-the-etherealist-skin-illuminating-foundation,14091300008_12,The etherealist skin illuminating foundation,Kevyn Aucoin,Тональная основа для лица,28 мл,Оттенок,13 Deep,9590,9590,RUB,False
https://goldapple.ru/14122100004-future-solution-lx-total-radiance-foundation,14122100004_0,Future solution lx total radiance foundation,Shiseido,Тональное средство для лица,30 мл,Оттенок,04 Neutral,8238,13730,RUB,True
https://goldapple.ru/14122100004-future-solution-lx-total-radiance-foundation,14122100004_1,Future solution lx total radiance foundation,Shiseido,Тональное средство для лица,30 мл,Оттенок,03 Golden,6727,13730,RUB,True
https://goldapple.ru/14122100004-future-solution-lx-total-radiance-foundation,14122100004_2,Future solution lx total radiance foundation,Shiseido,Тональное средство для лица,30 мл,Оттенок,02 Neutral,6041,13730,RUB,True
https://goldapple.ru/14122100004-future-solution-lx-total-radiance-foundation,14122100004_3,Future solution lx total radiance foundation,Shiseido,Тональное средство для лица,30 мл,Оттенок,03 Neutral,6727,13730,RUB,True
https://goldapple.ru/14122100004-future-solution-lx-total-radiance-foundation,14122100004_4,Future solution lx total radiance foundation,Shiseido,Тональное средство для лица,30 мл,Оттенок,02 Rose,6727,13730,RUB,True
https://goldapple.ru/14122100004-future-solution-lx-total-radiance-foundation,14122100004_5,Future solution lx total radiance foundation,Shiseido,Тональное средство для лица,30 мл,Оттенок,03 Rose,6727,13730,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_0,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,Cn90 Sand,3534,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_1,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,28cn Ivory,3180,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_2,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,40cn Cream chamois,3180,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_3,Superbalanced,Clinique,Тональный крем для лица,30 мл,,CN 70 Vanilla,4240,4240,RUB,False
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_4,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,60cn Linen,3180,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_5,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,42cn Neutral,3180,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_6,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,62cn Porcelain beige,3180,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_7,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,10cn Alabaster,3180,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_8,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,Cn72 Sunny,5890,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_9,Superbalanced,Clinique,Тональный крем для лица,30 мл,,Beige chiffon,3180,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_10,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,13wn Cream,3180,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_11,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,01 Petal,3475,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_12,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,43cn Nude beige,3534,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_13,Superbalanced,Clinique,Тональный крем для лица,30 мл,,Light,3475,5890,RUB,True
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_14,Superbalanced,Clinique,Тональный крем для лица,30 мл,,Fair,3534,5890,RUB,False
https://goldapple.ru/14151400008-superbalanced-makeup,14151400008_15,Superbalanced,Clinique,Тональный крем для лица,30 мл,Оттенок,70cn Vanilla,3534,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_0,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 0.75 Custard,3180,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_1,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 28 Ivory,2827,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_2,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 40 Cream Chamois,3180,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_3,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 52 Neutral,3180,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_4,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 58 Honey,3534,5890,RUB,False
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_5,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 70 Vanilla,3180,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_6,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 74 Beige,3534,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_7,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 10 Alabaster,3180,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_8,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,WN 04 Bone,3180,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_9,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 02 Breeze,3180,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_10,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,WN 01 Flax,3180,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_11,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 29 Bisque,4440,4440,RUB,False
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_12,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 08 Linen,3180,5890,RUB,True
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_13,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,CN 20 Fair,3180,5890,RUB,False
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_14,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,WN 16 Buff,5890,5890,RUB,False
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_15,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,WN 30 Biscuit,3534,5890,RUB,False
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_16,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,Wn 22 Ecru,6010,6010,RUB,False
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_17,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,WN 12 Meringue,5800,5800,RUB,False
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_18,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,WN 38 Stone,3534,5890,RUB,False
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_19,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,WN 48 Oat,5890,5890,RUB,False
https://goldapple.ru/14158900019-even-better-makeup-spf15,14158900019_20,Even Better Makeup,Clinique,Тональный крем SPF15,30 мл,Оттенок,WN 69 Cardamom,4123,5890,RUB,False
https://goldapple.ru/14164400001-beyond-perfecting-makeup,14164400001_0,Beyond Perfecting,Clinique,Устойчивое тональное средство,30 мл,,CN 08 Linen,3900,6500,RUB,True
https://goldapple.ru/14164400001-beyond-perfecting-makeup,14164400001_1,Beyond Perfecting,Clinique,Устойчивое тональное средство,30 мл,,CN 52 Neutral,5990,5990,RUB,False
https://goldapple.ru/14164400001-beyond-perfecting-makeup,14164400001_2,Beyond Perfecting,Clinique,Устойчивое тональное средство,30 мл,,CN 07 Cream chamois,3900,6500,RUB,True
https://goldapple.ru/14164400001-beyond-perfecting-makeup,14164400001_3,Beyond Perfecting,Clinique,Устойчивое тональное средство,30 мл,,CN 28 Ivory,3510,6500,RUB,True
https://goldapple.ru/14164400001-beyond-perfecting-makeup,14164400001_4,Beyond Perfecting,Clinique,Устойчивое тональное средство,30 мл,,CN 70 Vanilla,3900,6500,RUB,False
https://goldapple.ru/14164400001-beyond-perfecting-makeup,14164400001_5,Beyond Perfecting,Clinique,Устойчивое тональное средство,30 мл,,CN 10 Alabaster,3510,6500,RUB,True
https://goldapple.ru/14164400001-beyond-perfecting-makeup,14164400001_6,Beyond Perfecting,Clinique,Устойчивое тональное средство,30 мл,,WN 22 Ecru,3990,3990,RUB,False
https://goldapple.ru/14164400001-beyond-perfecting-makeup,14164400001_7,Beyond Perfecting,Clinique,Устойчивое тональное средство,30 мл,,WN 24 Cork,3510,6500,RUB,True
https://goldapple.ru/14164400001-beyond-perfecting-makeup,14164400001_8,Beyond Perfecting,Clinique,Устойчивое тональное средство,30 мл,,CN 02 Breeze,3510,6500,RUB,True
https://goldapple.ru/14164400001-beyond-perfecting-makeup,14164400001_9,Beyond Perfecting,Clinique,Устойчивое тональное средство,30 мл,,CN 74 Beige,6500,6500,RUB,True
https://goldapple.ru/14167100006-even-better-glow-light-reflecting-makeup-spf-15,14167100006_0,Even better glow light reflecting,Clinique,Тональный крем для лица,30 мл,Оттенок,Wn22 Ecru,3509,5660,RUB,True
https://goldapple.ru/14167100006-even-better-glow-light-reflecting-makeup-spf-15,14167100006_1,Even better glow light reflecting,Clinique,Тональный крем для лица,30 мл,Оттенок,28 Ivory,3792,5660,RUB,False
https://goldapple.ru/14167100006-even-better-glow-light-reflecting-makeup-spf-15,14167100006_2,Even better glow light reflecting,Clinique,Тональный крем для лица,30 мл,Оттенок,52 Neutral,5490,5490,RUB,False
https://goldapple.ru/14167100006-even-better-glow-light-reflecting-makeup-spf-15,14167100006_3,Even better glow light reflecting,Clinique,Тональный крем для лица,30 мл,Оттенок,70 Vanilla,4700,4700,RUB,False
https://goldapple.ru/14167100006-even-better-glow-light-reflecting-makeup-spf-15,14167100006_4,Even better glow light reflecting,Clinique,Тональный крем для лица,30 мл,Оттенок,Wn04 Bone,3396,5660,RUB,False
https://goldapple.ru/14167100006-even-better-glow-light-reflecting-makeup-spf-15,14167100006_5,Even better glow light reflecting,Clinique,Тональный крем для лица,30 мл,Оттенок,Wn12 Meringue,4131,5660,RUB,False
https://goldapple.ru/14167100006-even-better-glow-light-reflecting-makeup-spf-15,14167100006_6,Even better glow light reflecting,Clinique,Тональный крем для лица,30 мл,Оттенок,Сn10 Alabaster,5660,5660,RUB,False
https://goldapple.ru/14167100006-even-better-glow-light-reflecting-makeup-spf-15,14167100006_7,Even better glow light reflecting,Clinique,Тональный крем для лица,30 мл,Оттенок,40 Cream chamois,5490,5490,RUB,False
https://goldapple.ru/14167100006-even-better-glow-light-reflecting-makeup-spf-15,14167100006_8,Even better glow light reflecting,Clinique,Тональный крем для лица,30 мл,Оттенок,Wn38 Stone,3509,5660,RUB,False
https://goldapple.ru/14167100006-even-better-glow-light-reflecting-makeup-spf-15,14167100006_9,Even better glow light reflecting,Clinique,Тональный крем для лица,30 мл,,CN 02 Breeze,5660,5660,RUB,False
https://goldapple.ru/15112300001-sports,15112300001_0,Sports,Shiseido,Тональный BB-крем SPF50,30 мл,,light,2928,4880,RUB,True
https://goldapple.ru/15112300001-sports,15112300001_1,Sports,Shiseido,Тональный BB-крем SPF50,30 мл,,medium,2928,4880,RUB,True
https://goldapple.ru/15112300001-sports,15112300001_2,Sports,Shiseido,Тональный BB-крем SPF50,30 мл,,medium dark,2928,4880,RUB,True
https://goldapple.ru/15112300001-sports,15112300001_3,Sports,Shiseido,Тональный BB-крем SPF50,30 мл,,dark,2928,4880,RUB,True
https://goldapple.ru/15191700002-cellular-tinted-skincare-cellteint-rosy-beiqe,15191700002_0,Cellteint,Cellcosmet & Cellmen,Клеточный тональный крем для лица,30 мл,,02,23653,34280,RUB,True
https://goldapple.ru/15191700002-cellular-tinted-skincare-cellteint-rosy-beiqe,15191700002_1,Cellteint,Cellcosmet & Cellmen,Клеточный тональный крем для лица,30 мл,,01,23996,34280,RUB,True
https://goldapple.ru/15191700002-cellular-tinted-skincare-cellteint-rosy-beiqe,15191700002_2,Cellteint,Cellcosmet & Cellmen,Клеточный тональный крем для лица,30 мл,,03,23996,34280,RUB,False
https://goldapple.ru/15202600001-revitalizing-supreme-spf-10,15202600001,Revitalizing Supreme CC Crème SPF 10,Estee Lauder,СС крем,30 мл,,,5130,9500,RUB,True
https://goldapple.ru/15250700061-age-defense-bb-cream-spf-30,15250700061_0,Age Defense,Clinique,BB крем SPF 30,40 мл,,03,2400,5000,RUB,True
https://goldapple.ru/15250700061-age-defense-bb-cream-spf-30,15250700061_1,Age Defense,Clinique,BB крем SPF 30,40 мл,,02,2700,5000,RUB,True
https://goldapple.ru/15252200003-superdefense-cc-cream-spf-30,15252200003_0,Superdefense,Clinique,СС КРЕМ SPF 30,40 мл,,Light Medium,2397,4700,RUB,False
https://goldapple.ru/15252200003-superdefense-cc-cream-spf-30,15252200003_1,Superdefense,Clinique,СС КРЕМ SPF 30,40 мл,,Light,2397,4700,RUB,False
https://goldapple.ru/15481000006-complexion-perfector-spf-20-light,15481000006_0,Complexion Perfector,Omorovicza,BB-крем для лица SPF20,50 мл,,Light,7871,8746,RUB,False
https://goldapple.ru/15481000006-complexion-perfector-spf-20-light,15481000006_1,Complexion Perfector,Omorovicza,BB-крем для лица SPF20,50 мл,,Medium,7871,8746,RUB,False
https://goldapple.ru/17057900002-idyllic-moisture-rich-long-wear-foundation-spf30,17057900002_0,Idyllic moisture rich long-wear,Ga De,Тональный крем для лица SPF 30,30 мл,Оттенок,300 Warm ivory,2558,3998,RUB,True
https://goldapple.ru/17057900002-idyllic-moisture-rich-long-wear-foundation-spf30,17057900002_1,Idyllic moisture rich long-wear,Ga De,Тональный крем для лица SPF 30,30 мл,Оттенок,301 Natural beige,2558,3998,RUB,True
https://goldapple.ru/17057900002-idyllic-moisture-rich-long-wear-foundation-spf30,17057900002_2,Idyllic moisture rich long-wear,Ga De,Тональный крем для лица SPF 30,30 мл,Оттенок,302 Tender beige,2758,3998,RUB,True
https://goldapple.ru/17059900001-longevity,17059900001_0,LONGEVITY,Ga De,Тональная основа для лица,30 мл,Оттенок,114 Porcelain,4217,4217,RUB,False
https://goldapple.ru/17059900001-longevity,17059900001_1,LONGEVITY,Ga De,Тональная основа для лица,30 мл,Оттенок,115 Nude Beige,3805,3805,RUB,False
https://goldapple.ru/17059900001-longevity,17059900001_2,LONGEVITY,Ga De,Тональная основа для лица,30 мл,Оттенок,116 Pure Beige,3801,3801,RUB,False
https://goldapple.ru/17340200002-rich-treatment,17340200002_0,Rich Treatment,Artdeco,Тональная основа для лица,20 мл,,12,1788,2555,RUB,True
https://goldapple.ru/17340200002-rich-treatment,17340200002_1,Rich Treatment,Artdeco,Тональная основа для лица,20 мл,,10,1660,2555,RUB,True
https://goldapple.ru/17340200002-rich-treatment,17340200002_2,Rich Treatment,Artdeco,Тональная основа для лица,20 мл,,17,1788,2555,RUB,True
https://goldapple.ru/17340200002-rich-treatment,17340200002_3,Rich Treatment,Artdeco,Тональная основа для лица,20 мл,,18,928,1326,RUB,False
https://goldapple.ru/17340200002-rich-treatment,17340200002_4,Rich Treatment,Artdeco,Тональная основа для лица,20 мл,,28,1788,2555,RUB,True
https://goldapple.ru/17354600004-perfect-teint-foundation,17354600004_0,PERFECT TEINT FOUNDATION,Artdeco,Стойкий тональный крем для лица,20 мл,Оттенок,16 Light bisque,2191,3131,RUB,True
https://goldapple.ru/17354600004-perfect-teint-foundation,17354600004_1,PERFECT TEINT FOUNDATION,Artdeco,Стойкий тональный крем для лица,20 мл,Оттенок,04 Pure porcelain,2097,3131,RUB,True
https://goldapple.ru/17354600004-perfect-teint-foundation,17354600004_2,PERFECT TEINT FOUNDATION,Artdeco,Стойкий тональный крем для лица,20 мл,Оттенок,08 Gentle ivory,2191,3131,RUB,True
https://goldapple.ru/17354600004-perfect-teint-foundation,17354600004_3,PERFECT TEINT FOUNDATION,Artdeco,Стойкий тональный крем для лица,20 мл,Оттенок,12 Soft vanilla,2191,3131,RUB,True
https://goldapple.ru/17354600004-perfect-teint-foundation,17354600004_4,PERFECT TEINT FOUNDATION,Artdeco,Стойкий тональный крем для лица,20 мл,Оттенок,20 Warm vanilla,2191,3131,RUB,True
https://goldapple.ru/17354600004-perfect-teint-foundation,17354600004_5,PERFECT TEINT FOUNDATION,Artdeco,Стойкий тональный крем для лица,20 мл,Оттенок,35 Natural,2191,3131,RUB,True
https://goldapple.ru/19000002860-cover-face,19000002860_0,COVER FACE,ART-VISAGE,Тональный крем,25 мл,,209 ваниль,319,571,RUB,True
https://goldapple.ru/19000002860-cover-face,19000002860_1,COVER FACE,ART-VISAGE,Тональный крем,25 мл,,208 теплый бежевый,319,571,RUB,True
https://goldapple.ru/19000002860-cover-face,19000002860_2,COVER FACE,ART-VISAGE,Тональный крем,25 мл,,202 светло-бежевый,445,571,RUB,True
https://goldapple.ru/19000002860-cover-face,19000002860_3,COVER FACE,ART-VISAGE,Тональный крем,25 мл,,205 кремовый,445,571,RUB,True
https://goldapple.ru/19000002860-cover-face,19000002860_4,COVER FACE,ART-VISAGE,Тональный крем,25 мл,,210 холодный бежевый,359,571,RUB,True
https://goldapple.ru/19000002860-cover-face,19000002860_5,COVER FACE,ART-VISAGE,Тональный крем,25 мл,,201 слоновая кость,445,571,RUB,True
https://goldapple.ru/19000002860-cover-face,19000002860_6,COVER FACE,ART-VISAGE,Тональный крем,25 мл,,203 бежевый,445,571,RUB,True
https://goldapple.ru/19000002860-cover-face,19000002860_7,COVER FACE,ART-VISAGE,Тональный крем,25 мл,,206 натуральный бежевый,445,571,RUB,True
https://goldapple.ru/19000003294-wonder-match,19000003294_0,Wonder Match,Eveline,Тональная основа,30 мл,Оттенок,15 Natural,440,1160,RUB,True
https://goldapple.ru/19000003294-wonder-match,19000003294_1,Wonder Match,Eveline,Тональная основа,30 мл,Оттенок,05 Light porcelain,440,1160,RUB,True
https://goldapple.ru/19000003294-wonder-match,19000003294_2,Wonder Match,Eveline,Тональная основа,30 мл,Оттенок,25 Light beige,440,1160,RUB,True
https://goldapple.ru/19000003294-wonder-match,19000003294_3,Wonder Match,Eveline,Тональная основа,30 мл,Оттенок,35 Beige,440,1160,RUB,True
https://goldapple.ru/19000003494-the-natural-transparent-found,19000003494_0,The Natural Transparent Foundation,SEVEN7EEN,Тональный крем для лица SPF 20,35 мл,Оттенок,04 Темный бежевый,1222,1528,RUB,True
https://goldapple.ru/19000003494-the-natural-transparent-found,19000003494_1,The Natural Transparent Foundation,SEVEN7EEN,Тональный крем для лица SPF 20,35 мл,Оттенок,01 Светлый бежевый,1222,1528,RUB,True
https://goldapple.ru/19000003494-the-natural-transparent-found,19000003494_2,The Natural Transparent Foundation,SEVEN7EEN,Тональный крем для лица SPF 20,35 мл,Оттенок,02 Натуральный бежевый,1222,1528,RUB,True
https://goldapple.ru/19000003494-the-natural-transparent-found,19000003494_3,The Natural Transparent Foundation,SEVEN7EEN,Тональный крем для лица SPF 20,35 мл,Оттенок,03 Средний бежевый,1222,1528,RUB,True
https://goldapple.ru/19000005769-bb-cream,19000005769,BB Cream,DECLARE,BB крем SPF 30,50 мл,,,3069,4950,RUB,True
https://goldapple.ru/19000005846-cc-cream,19000005846,CC Cream,DECLARE,СС крем SPF 30,50 мл,,,3021,5300,RUB,True
https://goldapple.ru/19000006720-bb-cream,19000006720_0,bb cream,NOTE,BB крем для лица,35 мл,,100,694,1417,RUB,True
https://goldapple.ru/19000006720-bb-cream,19000006720_1,bb cream,NOTE,BB крем для лица,35 мл,,200,708,1417,RUB,True
https://goldapple.ru/19000006720-bb-cream,19000006720_2,bb cream,NOTE,BB крем для лица,35 мл,,300,1417,1417,RUB,False
https://goldapple.ru/19000007962-clear-skin,19000007962_0,Clear Skin,SEVEN7EEN,Увлажняющий крем с тонирующим эффектом,75 мл,,Средний бежевый,1066,1778,RUB,True
https://goldapple.ru/19000007962-clear-skin,19000007962_1,Clear Skin,SEVEN7EEN,Увлажняющий крем с тонирующим эффектом,75 мл,,Светлый бежевый,1066,1778,RUB,False
https://goldapple.ru/19000008609-skinnovation-matte,19000008609_0,Skinnovation Matte,INFLUENCE beauty,Тональная основа матирующая,25 мл,,03 Бежевый,660,1048,RUB,True
https://goldapple.ru/19000008609-skinnovation-matte,19000008609_1,Skinnovation Matte,INFLUENCE beauty,Тональная основа матирующая,25 мл,,01 Бело-бежевый,660,1048,RUB,True
https://goldapple.ru/19000008609-skinnovation-matte,19000008609_2,Skinnovation Matte,INFLUENCE beauty,Тональная основа матирующая,25 мл,,02 Светло-бежевый,660,1048,RUB,True
https://goldapple.ru/19000008609-skinnovation-matte,19000008609_3,Skinnovation Matte,INFLUENCE beauty,Тональная основа матирующая,25 мл,,04 Темно-бежевый,660,1048,RUB,True
https://goldapple.ru/19000008609-skinnovation-matte,19000008609_4,Skinnovation Matte,INFLUENCE beauty,Тональная основа матирующая,25 мл,,05 Темный темно-бежевый,660,1048,RUB,True
https://goldapple.ru/19000008619-skinnovation-hydra,19000008619_0,Skinnovation Hydra,INFLUENCE beauty,Тональная основа увлажняющая,25 мл,,01,660,1048,RUB,True
https://goldapple.ru/19000008619-skinnovation-hydra,19000008619_1,Skinnovation Hydra,INFLUENCE beauty,Тональная основа увлажняющая,25 мл,,02,660,1048,RUB,True
https://goldapple.ru/19000008619-skinnovation-hydra,19000008619_2,Skinnovation Hydra,INFLUENCE beauty,Тональная основа увлажняющая,25 мл,,03,660,1048,RUB,True
